user_name,date,num_stars,review,num_likes,user_name_answer,date_answer,answer
Dean Blackfyre,"December 30, 2020",1,"Years later and still getting ghost/repeat notifications. Still showing posts from three days ago rather than recent posts. Content constantly disappears and reappears, or just doesn't load. UI/UX is shocking for a company that has the pick of the world's greatest devs. Review reflects multiple mobile and desktop experiences across formats/browsers.",496,,,
karrirs,"December 31, 2020",1,not sure what's going on with this app!! someone else shared a memory for 2 years ago and it pulled every picture from my phone and put it in place of the original memory. 2000 pics in a memory that only had 8 pics. it worked fine from the computer but not the app. must be some sort of glitch that needs addressing,25,,,
Najeeb Ahmad,"December 14, 2020",1,"I have been kicked out of the app and haven't been able to log back in for almost a week now. It keeps saying ""Something went wrong"" or ""Facebook is down for required maintenance"", I have tried to disable and enable the app, I've updated it, I don't know what else to do. I can still access through internet browser but I can't get back into the app version and I really need to. PLEASE HELP!",4156,,,
Jamima Ortega Gargoles,"January 1, 2021",1,"I can't log in it always say that ""Facebook is under monitoring, it will come back after an hour,” but i wait for one month I still can't log in. I try to uninstall and reinstall it again but still the same.",9,,,
Deborah Toni Lynn Jackson,"December 26, 2020",1,"I've been deliberately getting the run around trying to sign into Facebook, it gets really annoying when they claim wrong password, then I go to my saved passwords and clearly it's the same password I'm submitting, so I went ahead and changed it, now when I submit my new password they tell me I need a login code which they send me in Portuguese or anything but English. I haven't been able to access my account for over a week or so, I used to enjoy the app. but I can live without the games",633,,,
Stephanie Ramiah,"December 26, 2020",1,Can't edit profile pic from desktop anymore. Can't edit old video captions without scrolling all the way down your timeline to when u posted it. You removed the 'Hide from Timeline' feature??why?? We loved it. I liked sharing and making awareness of news about crimes and missing teens to my newsfeed without having to see the negativity in my face everyday as it's triggering. Or just sharing things to my news feed that doesn't have to stay on my profile. App's getting lamer every update 🙄,275,,,
Sarah Pritchett,"December 18, 2020",1,"Facebook updated not too long ago and now whenever I touch the search bar, instead of being able to type what I'm looking for, some weird ""Discover"" tab comes up. I don't know what it is or how to disable it and it's useless. I just want to search when I hit the search bar. Is that so hard!?!?!? Update (Dec 18): Facebook app no longer allows me to post on anyone's wall. What is happening??? This app is becoming more useless with every passing day. Fix it!!!!!!",411,,,
Teresa Neithammer,"January 1, 2021",1,"Too many ads, covers content on my phone, uses my battery juice. It is annoying. It interups phone calls, text messages, etc. Please stop. I tried to opt out, but, to no avail.",24,,,
inderpal singh,"December 25, 2020",3,"Hello Facebook is giving too many problems, it has become a very full time app, it works very slolly with talkback in mobile and even the same time app watch stop does so, it is working very slowly. You are requested to keep bringing new features to Facebook as well as fixing its work, it will be good, though it is a very good but due to the closure, it is not being used properly. So you are requested to remove all its bugs before adding the function to it.",1730,,,
Lena Maguire,"December 22, 2020",1,"Facebook Marketplace does not allow me to see anything local. I go into the filter and hit the local and then see listings. All it does is say there are no local listings. I am trying to purchase a few items for Christmas but this has been like this for days now. I know that Facebook has been throwing me in FB jail because they deem everything I post derogatory even though it is not and in fact, 9 times out 10, I have shared someone else's post that no one found derogatory. Fix this please!",1434,,,
Melodie Young,"January 1, 2021",1,No SMS code sent even though I have had this account for years. Same email address. Even changed the password on it. But no SMS code despite repeated attempts. No FB phone number to call. Customer service non-existent.,10,,,
Jadd Gamby,"December 26, 2020",2,"Facebook was fun to use, easy to shop on. But sending money and receiving through messanger now is stupid. It asked me to verify my account and what not, wanted me to verify my address, my number, my phone, my ssn, and it wanted a picture of my license. Well I went in to setting to see why it wants me to do that and it said u should only do that if im a politician that wants to post ads or something similar, which I'm not. All of that stuff is new to Facebook that I've noticed. Please fix this",2130,,,
Wayne Kinder,"December 26, 2020",1,"I hate how the app updates itself whenever it likes, even though auto-updates are turned off on Google Play. It's the only app that does it, and it means if I'm typing something on Facebook at the time of the update I'll lose all I've typed as the app restarts itself. Some phones have the option built into the app to disable the updates but many, like mine, don't. Facebook need to allow the user to choose whether they want auto-update or not rather than forcing it on us.",430,,,
Zane Maxwell,"December 12, 2020",3,"I like the app, one thing that I think would be better if you looking at comments on a post and say there are 500 comments. I like to read from the top first and it starts from the last comment, gotta keep scrolling and clicking scrolling and clicking etc. Maybe if there was an option to the top of the list that would be handy. Just my opinion though. Thanks for reading",2515,,,
Bloth Wood,"December 13, 2020",1,"I love staying connected to loved ones and aquaintances, but we need a new model. This app is designed to make you addicted to it and it's mining all of our personal information just to sell stuff to us. I got it as a musician trying to connect with fans and FB deliberately hinders my ability to do that even at a limited level. It's supposed to be a tool you use but it's become a tool that uses you so marketers can mine info and target ads and this end goal is not only annoying, it's dangerous.",498,,,
Paul Jewson,"December 20, 2020",3,"I give it one more star than previously because, while it's no longer making me retype what I previously wrote, typing posts and comments is still difficult. Frequently I will have to wait a good five to ten seconds for the app to catch up with my typing, even when there are no other apps running. No other app on my phone does that. It is specifically a Facebook app problem that needs to be fixed.",1571,,,
Sean Sr,"December 21, 2020",5,"I like the new appointment booking tool for business pages and have already booked a handful of live screenshare help calls using the feature. Live streaming is fun as well and one thing that saved my profile years ago was being reminded it was my grandma's birthday the day I was about to delete my profile. Anyhow. Thanks for the reliable, free service. I pay for the internet, but it's amazing how simple it became for people to remember each other's birthdays. Brilliant.",2751,,,
Cher J,"December 21, 2020",4,"Logs me out every 1 to 2 mins. I click my picture to log in, it prompts to send 2 factor verification, I enter it and I'm in. I scroll and such, and it says logging me out. Rinse and repeat above. Over and over and over. All this didn't start until I decided to go with the new pages for my music page Mystikjipsy. I'm also constantly getting notifications that a recent log in has occurred several times a day. Something is definitely wrong with this app. I hope it gets better soon.",2739,,,
Quinton Chastain,"January 1, 2021",1,"Deliberately uninstalled cuz pre-loaded on my phone. Somehow(not a tech guy here) it notifies your browser if you go to the page. It creates a notification in your browser app that says ""view in app"". I figured I'd click on it to make it go away, assuming it would direct me to the Play Store where I could uncheck a buncha boxes and tell Facebook to get effed. Instead it automatically installed, or was never uninstalled in the first place? Just waiting. Waiting for me to slip up. Malware garb",5,,,
Jaime King,"December 31, 2020",5,"I absolutely love Facebook. It's a great way to keep in touch with family, friends oh, and also a way to meet new friends that you might not have thought we're out there when they really are seeking the same thing you are. I wouldn't change it for the world but maybe some more funny videos LOL there's always room for improvement which we learn as we go and it's all alone am experience so one day at a time in the best of luck to you guys.",52,,,
Bes S.,"December 27, 2020",1,"I'm having a login problem, and that's for almost a month now. It doesn't let me login anymore, keeps giving me the ""down for maintenance, you should be able to get back on in a few hours"". It's frustrating. Please let me know how to fix it. Before that the app has been great, but the last month my experience with it has been atrocious. I don't even know how to directly complain about this. Anyone help?",1826,,,
Shabriena Erwannanda,"December 27, 2020",1,"This app was fine until a few days ago. I couldn't see any posts, all I found was 'News feed isn't available right now'. oh .... c'mon, you don't have to make it worse. I need this application to find out the latest news updates from my favorite games, but now ?. more and more bugs. this is annoying. please fix this immediately or return it to normal.",1954,,,
G Shen,"December 24, 2020",1,"No birthday notifications, reported numerous times and no fix or contact. Always having problems. I like the changes but fix the problems. What on earth is wrong with this app!! Still no birthday notifications. Doesn't show I checked any notifications. It's been months and has never been fixed. Not happy!! As of 10/21 none of these problems have been fixed or even acknowledged after many reports. Now 12/23/20 still having the same problems",450,,,
Norris Jackson,"December 17, 2020",1,"Once again another new update, yet no dark mode option. At this point I'm convinced that Facebook doesn't listen to or care about it's users. That fact that Messenger, Instagram, and WhatsApp all have dark mode, it's a shame that your most popular app doesn't have it yet. At this point I might as well delete the app and use the website because that's the only way to use it. But good job on all of the eye stains I guess. I see these reviews don't get look at anyways.",160,,,
P Toom,"December 31, 2020",1,"Constantly crashes, sudden blue screen all the time. Not good with timing or good with notifications. It's a necessary evil, also Marketplace portion has issues. Constant problems, all the way around. UPDATE: 12/31/20 Tried updating a few minutes ago hoping it would help this rancid app. Nope now it just crashes from opening won't even open. What do you do with all the ""issue reports"" I've sent? 100s! Upon 100s‼️ Obviously NOTHING",6,,,
RR VanWoert,"December 27, 2020",1,"I'm not sure what happened. But I keep getting notified that there is a message in the Facebook app but, not in the Messenger app. There hasn't been an actual message in days. I am no longer being notified about comments or likes to posts. Page I liked & groups I'm in are not showing up in the lists. However, I keep getting page & group suggestions in languages I don't read, write, or speak.",1739,,,
Jeanne Lee,"December 18, 2020",1,FB is in my opinion a Pitiful platform any more. The updates are the causes. Should have left it alone. Too much censorship. Too much fact checking by inaccurate checkers. So their lies cover up the truth. What a mess! That idea was not worth the update. Hopefully this platform is sold to someone else who will be fair to all. Not just their friends in high places.,1403,,,
Keith Martin,"December 13, 2020",5,"I like the new black version. I mean the interface of facebook that I have been waiting for so long! My relationship with facebook suddenly got cold LOL, it is because I can't spend enough time to browse, my eyes hurts specially doing it at night even with the light bulb. But with the new black version, I was so surprised, didn't even realized I've been spending a lot of time browsing facebook! Bravo FB... You got me!",4674,,,
Przemyslaw Uzyczak,"December 29, 2020",1,"Ads, ads, ads... Every 3 to 4 posts. Shows 3 day old posts over the new ones. It's been 2 months now but the problem still persists. Still... old posts over the new ones, posts disappear or can't see new ones at all. Obviously facebook time don't give a monkeys fart about users opinions Would give ZERO stars Utter rubbish !",31,,,
Galway Cobs,"December 29, 2020",2,"There are a number of issues with the latest Facebook app update. It is very frustrating when the app is working perfectly, and a user such as myself is familier with how it works, the app is then updated changing the layout and making it difficult to find different settings. The ""hidden from timeline"" setting is NOT working correcting on this app update. It is impossible to find posts that have previously been hidden from timeline..",2500,,,
Kaitlyn Schepisi,"December 25, 2020",1,"Always a marketplace issue!! The map, you can't scroll on it. I get notifications from sellers that don't exist anymore (the item that is). It just won't go away. And now im blocked for posting for 3 days when I edited my comment that you didn't even notice but I took a screenshot. Proof that I did edit it. -smh- MySpace was never like this.",1791,,,
Michelle Steward,"December 18, 2020",1,"Lately I've been having to update my FB app seems like every other week. Now that the elections are over. Now i can't even log in without saying reload page, we might be doing maintenance try again later i have to do it 4 times before in even allowed in. Facebook has really gone down hill. You're not allowed free speech anymore and even posting or commenting with a picture of nature is ""against their community standards and has to be reviewed""... really?.",163,,,
Isaac Jeanneret,"December 11, 2020",1,"Broken app. Freezes and crashes regularly, like every 40 minutes regularly. Targeted advertising is a pain, and you can't do anything about it. There's a sponsored post every 4-6 statuses you scroll down in your feed. On top of all of this, the community standards are broken and many horrible things stay up, whilst I got banned for 2 weeks for calling someone who was breaking community standards ""thicker than two planks"". If there was a bigger character allowance, I'd have put more negatives.",2826,,,
Rånëigh Mørningstår,"December 13, 2020",2,Facebook is okay. But they are constantly updating and changing things around. When I post things I like to hide it from my profile but its still in the news feed. Now they have it to where you can put things in archive instead of hiding it from your profile. And it doesnt show in your photos. Its like I have no choice and whoever came up with this idea was a dumb decision. Im starting to not like it and I been with FB since 2007. There are other glitches. My acct doesnt work all the time..,719,,,
Erin Guentzel,"December 18, 2020",1,"App is junk. Nothing gets fixed, notifications are always wrong (how many times do I have to clear OLD ""new"" notifications?) and worthless features bloat the app. WAY TOO MANY ADS!! There is an ad every 3rd post and 90% of them are fake. Fine those ""businesses"" and you probably won't needs ads anymore! Nothing is ever fixed. This app will never get more than 1 star from me.",370,,,
Tatsiana Dickson,"December 14, 2020",1,"Possible bug? Notifications are glitchy, app opens and the shuts right away, its been doing this on and off for a few months. The only way to update the app is to uninstall it and then update it 3 times and re install it. I gave it a one star due to the possible bug/glitch. Otherwise the app usually works, I have it mainly to sell things and communicate with friends or community members.",2212,,,
Dragana Branstetter,"December 29, 2020",1,"If you have time to fact check every single post on Facebook, you have time to update the app so I can log in again. Edit: still haven't fixed the login issue on the app. You can spend all day deleting accounts and posts that don't agree with your agenda but you can't fix a bug on your app. How pathetic. Edit 12/29: it has been over a month a you have yet to fix the login issue with the app, but you sure are having a great time deleting accounts and censoring posts.",24,,,
pixie dust,"December 19, 2020",3,"I think there are 2 different Facebook, I must have the older version, as watching people do all sorts of things with theirs, mine doesn't give me that option. The latest is putting posts using your avatar doing different things like putting a star on a tree or drinking a hot drink etc. Looks like good posts, just a shame I am not given that option. I have an avatar but, cannot get mine to do what everyone else can do with theirs, so a break I think is needed",123,,,
Avinash Kumar,"December 31, 2020",1,"Facebook thinks it's just too big to fail. It made us so much dependent on it that we can not think of any other social platform. Now it asks whatever private details it want - phone number, e-mail address, government ID proofs etc. It knows all my details and do whatever it wants.",12,,,
divya bhatia,"December 28, 2020",3,"Hi. Actually there is some problem related to story occurring from last few days in app.. As it's inbuilt so i can't uninstall it.. The problem is Whenever i upload stories with or without effects, stickers, text, etc it spoils completely, screen of video or image started to drag.. Please help and solve this problem asap.",14,,,
Rick Lujan,"December 17, 2020",1,"Bugs most of the time. Mostly with the saved posts I have. I try to play a video I've saved and lots of bugs occur, for example: 1- The video on top of the list is opened instead of the video I choose. 2- It won't allow me to play another video after I finished watching one if either was in HD or in widescreen view. 3- Plays double audio but with a little lag in one track if I switch to fullscreen. Make it possible to see gallery's folders when trying to reply with a picture in the newsreel. ♡",307,,,
Musical Freak,"December 19, 2020",4,"It's good and all but there are many things which could be improved for example, a dark mode could be added to the mobile app also rather than just being on the desktop website. BUT THE WORST THING IS AFTER TRYING EVERY POSSIBLE WAY I JUST COULDN'T GET THE 3D PHOTO OPTION ON THIS APP..... that is why I gave it 2 stars. Facebook should definitely look into this.... Edit December 2020: I finally got the 3D Photo feature. So I am increasing 1 star but I still need the dark mode.",324,,,
N M,"December 29, 2020",4,"Good. Only issue is it often says I've a Messenger message (icon coloured) when this isn't the case (thoroughly checked). This is also the case with the website version on occasion. Additionally, with FB (not app specific) the ever increasing number of ads is ridiculous & completely detracts from the original offering, enjoyment & could see it become unusable.",2184,,,
Fender Redmond,"December 30, 2020",1,Idk why... Not too be extra or negative but this app is pissing me off.. I'm frustrated.. can't upload a video that's only 57 seconds long on my timeline. Instead this app keeps closing me out. And facebook lite just keeps crashing. Idk what y'all doing on FB but it's getting very irritating with these limitations. This makes me wanna make a twitter account instead...,9,,,
Justin Joseph,"December 29, 2020",1,continually kicking me out saying session expired and asking me to log in again and again and again and again and again and again. Never had this issue for the longest time until very recently..Pretty hard to go live when your session expires. Pretty hard to watch videos when your session expires. Pretty hard to enjoy this app and give it a good rating when it constantly kicks me out.,9,,,
Mel Rambeau,"December 15, 2020",1,"Used to be a great application but has started to plumit with constant ads, and changes to which one has no control over. Only able to view the ""top"" information for the day as opposed to everything that was posted (how it used to be). I find myself using this app less and less each day.",869,,,
Willie Meade,"December 13, 2020",1,"When I want to comment with a photo, my only option is the gallery which has everything mixed in. There doesn't seem to be a way to access a specific folder that has the photo you want to use in the comment. It's very frustrating because you can't just go straight to the photo you want and you have to scroll through everything hoping to find the photo you want to use. This has been an issue for quite some time and basically the main reason I use the browser and not the app. Please fix this",651,,,
S0b3r,"December 31, 2020",1,"Facebook will arbitrarily disable your account and not provide an explanation or a course of action that actually gets your account reinstated. I had a personal account for almost 8 years. On 11/30/20, I received a notice that FB disabled my account, saying I violated their Terms and Conditions. It had a tab to submit a request a review for an appeal. However, clicking that tab did absolutely nothing. 30 days later, today 12/30/20 my acct is now PERMANENTLY disabled. And STILL no word from FB.",9,,,
Eliza Eliza,"December 16, 2020",1,"It feels like devs are just a bunch of kids just starting highschool and playing around with their little project called Facebook. It's been 3 months since they're trying to fix my problem (button for ""link group"" is missing from my page). After sending then screenshots, videos and even talking to more than 10 other kids from customer support, the problem is still here.",3918,,,
Shelley Asmus,"December 28, 2020",2,This app is good but when it comes to using the Marketplace it does not work well at all. When I search for something like 'free' items it takes me to the results and I go to look at a ad and try to go back to the list of free items it takes me back to the search bar forcing me to re-search free items once again but it takes 2 or 3 tries before it will finally go to list of free items. Very irritating! Please fix developers!,36,,,
Arye Bognar,"December 28, 2020",2,"it auto updates even though I turned that feature off in the play store. I get notifications even though I turned them off in the Facebook settings. I have to uninstall the app each day in order not to get notices. 7 August : I now have to uninstall Facebook twice a day, especially if I want to update other apps since I can't seem to do that if I have the malware that is Facebook updated. 14 August: I've uninstalled Facebook three times today, and it's only 14:35. 28/12/2020: still uninstalling",119,,,
Princess DariB,"December 31, 2020",3,"You'd really think with how long y'all have been an app you wouldn't have something new wrong with every update. With the new update now sometimes when I comment something it will never post (it'll sit there for an hour saying it's ""posting"" but never will). It won't always notify you if you have a reaction or comment. Usually I have to go into the app and refresh the notifications and all of a sudden ones from hours ago will appear. Before updating to the new cool stuff let's fix problems",9,,,
James Pola,"December 30, 2020",1,"Why are you against showing the news feed with the most recent posts first? Updated the app and now i cant even manually sort them via most recent. I dont want to see the same posts all day. The amount of ads now just ridiculous. Scrolling through and every 3rd post is a sponsored ad. Its not about social networking anymore, just cramming as many unrelated ads in my face as possible. Just wanting to make your apps as annoying and least user friendly as possible?",11,,,
Shahed Hussain,"January 1, 2021",1,"Facebook is good but so arrogant of having a billion users... It's not addressing even simple issues in the app 1) it never takes you to specific comment where a user is mentioned by other user by clicking/touching on notification, this is issue is 3-4 years old and still not addressed after 100s of updates... 2) video player has issues with sound and video overlapping between 2 videos 3) payments settings is not working since months, I am unable to change my card details 4) messenger merger",0,,,
Marivel Negrana,"January 1, 2021",3,I can't update my relationship status. Why I am now single but when I update my status it says there was an error updating my relationship status please try again. When I tried to update multiple times but the same response I get. Please fix these,2,,,
Warren Lawrence,"December 30, 2020",3,"I have been a Facebook member since 2008. It is hard to get a hold of Facebook and order to resolve issues I believe this is why so many people have multiple accounts it may up their stocks but it doesn't help the people when you cannot get into your account the staff at Facebook must be overwhelmed with customer questions I believe they have just about everyone on the planet so in their defense I can say they are trying with their new identify yourself it's a great start thank you Mark, staff",8,,,
James Meola,"December 13, 2020",1,"Too many ads in the feed/videos. I don't want to watch an ad that's longer than the video. Too much censorship and false fact checking, don't know how it's allowed. Way too many useless notifications. I only see 4 people in my feed because I've liked their posts and I barely see anyone else. Marketplace is a joke. Misleading titles when it states in the description a totally different price/product. Too many ads and scams there as well. Won't be surprised when a paid subscription gets rid of ads",182,,,
Jose,"December 21, 2020",2,"An option to disable stories . . I never knew it would happen to me but it did. My phone had ""ghost touches"" for a while now and while hlding it, it clicked a story and randomly reacted to it (since it basically spam-taps the upper corner of my phone on certain angles). The big ""stories"" on the start of the feed was annoying enough from the moment facebook had this update. Now it's even more so.",158,,,
A W,"December 24, 2020",1,This app only wants to show me a few of my friends and when I log on I'm seeing post from 5 or 6 days ago that it didn't show me before. Then it repeats the same post over and over. Facebook wants to control what we see wants to get into our business but seems to go out of its way to keep friends apart. I really think it's trying to divide us by not allowing us to see our friends posts. Every issue I've reported whether it be technical or not has been ignored and not responded to.,3122,,,
Daniel Raldes,"December 16, 2020",1,"Everyday, it becomes just slower. Can't take screenshots, laggy all and buggy. Won't take my time to explain why this app is bad, because the plataform is so necessary. So annoying to interact with. Let's not talk about how they separate all functional tweaks in other apps like messenger and creator studio, which both were totally functional inside the same app to begin with. Does Facebook wanna hear opinions to improve? Of course not, that's why I don't tell what's wrong with it.",254,,,
Michelle St. Louis,"December 28, 2020",4,Love the app! I use it for my business and to also keep in touch with my family. The only thing that I dont like is I cant add apps to my groups from the facebook app like I can from a laptop or desktop computer. I would love if there was a change to fix this so I could do more in my group settings from the app instead of from my laptop.,18,,,
Jela,"December 15, 2020",2,"I hope theres also an additional Grey mode color besides the default white and dark mode. I kinda hate some parts of facebook when its dark, it doesnt compliment well and it kinda glitch on some comment sections etc. I hate the white too cus who doesnt, it hurts eyes. I hope you add a not too dark and not too white mode. Like maybe dark grey or neutral colors. Prob able to customize. Thank you",111,,,
Heng Li,"December 31, 2020",1,"Cuts away the viewed content the moment you lift your finger while viewing in pages, friend's timeline, etc. to show the lower content you haven't scrolled to, and needs to refresh to bring it back. Linked video controls are gone, can only watch till the end, then it pops up only to go away when you press play. Garbage piece of work, in full honesty.",698,,,
Aurora Lumpkins,"December 29, 2020",3,"For the last week and a half it's has been saying, ""Facebook has stopped"" and ""Facebook is having problems opening please reopen or reset you're Facebook app"" or something like that and I haven't got to see anything on my Facebook. I haven't had this problem before till now. Can you try to fix this?",44,,,
Sonny Ragodon,"December 21, 2020",3,"Doesn't take action for any reports or complains, but so fast in taking down your account without anything that has been done wrongly and doesn't give you the option to recover it again easily. My friends and family are using this app as way of communication so I don't have any choice but to use it. I hope you guys will be more considerate.",1608,,,
Aiden James,"December 27, 2020",2,"Hello Facebook Management: About the ""Data Saver"" it is nice the way it is. However. Will you see about making it an option to turn off either ""Reduce image size"" or ""auto play videos"" leaving the other 1 on? I am enjoying the size of the picture. But not the autoplay of the videos feature. It's great to have when my Data is low for both however. Otherwise enjoying the rest of the features for Facebook App. Thank You for your consideration!",1285,,,
larry blythe,"December 31, 2020",1,"What's going on with Facebook, I just got shutdown while I was on marketplace. In the last 2 weeks I have been shut down twice and unable to recover or get access to my accounts or find out why I am banned. There is seemingly no way to address this. The recovery method does not work. All I get is a frustrating circle of nothing.",6,,,
Dan,"December 26, 2020",1,"Moderation is a joke. I like to join groups, it makes sense to want to bounce ideas with people of the same fandom. The problem starts when people start to share erotic content. You think to yourself ""I'll report it and problem solved"" but no, the person made sure to add a seethrough heart on top of the vag, you can still see it mind you, but that's enough for the fb moderators. And I'm not talking about softcore, this is full blown hard-core with fluids and penetrarion. But hey, who cares.",5275,,,
Szabolcs Tolnai,"December 30, 2020",1,"This app is utter magic. When you lock your phone and then unlock it, suddenly you find the app at a completely different place. The designers must know better what you want to do than yourself. They know you want to start looking at the posts from the top and not continue from where you left off. Bad bad bad design. Shame.",94,,,
Eyrial Hearns,"December 25, 2020",1,"I have been locked out of my account due to being hacked and have had hell trying to get back in because they want you to use a code generator or verify another way. This keeps looping me around continuously without ever making any progress towards getting back in. Worst app ever. Imagine having a quest for system and never being able to get it in because stupid Facebook won't solve a simple problem. Welp, money saved. Never want to deal with Facebook again",121,,,
Kent San Pedro,"December 25, 2020",3,"The facebook app is good overall. The ui is good, the buttons are clicky. But there is only one problem. Ik everyone expiriences this kind of issue. When i play a video, and i return to the news feed, i can still hear the sound of the video even though im not watching it. Please fix this issue and i can rate 5 stars. Thanks.",231,,,
יוסף,"December 20, 2020",2,"Maybe I'm just used to Instagram, but the design of the app is just not comfortable enough... I would rather it to be a little more sophisticated instead of spliting it to video section, and posts section. Also, posts from account and people I follow and/or gave a like to their page, don't appear on the main feed. I reported this issue to the support team, but didn't get an answer Also, there is a post loading issue, that shows only about 4-6 posts, and not older ones",1931,,,
Dan C. Latte,"December 17, 2020",1,"I have 2 account & when i switch from 1 acct to another, it would tell me that an usual log in when obviously it's me only. Even if i comfirmed it's me logging in, the next time it'll do the same ""we noticed an unusual"" log in prompt again. Is your IA retarded or what? And stop prompting the massenger thing with every log in to different account. Really annoying & stupid. Pls fix the ""bug"".",65,,,
Ariana White,"December 22, 2020",3,"give EVERYONE an option for dark/night mode. make it easier to delete old movies/tv shows. fix the activity trash, it gives me error messages and says there are no items when I know there are. sick of waiting 30 days for items to be cleared. make the activity log easier to clear and an option turn off the feature. make it easier to unfollow pages. some pages have a an easy to spot, simple unfollow button, some u have to go in settings or tap multiple buttons just to unfollow. tedious",1629,,,
Laura Thomson,"December 28, 2020",1,"My notifications haven't been working for months and I keep writing about it. I'm sick of uninstalling/installing, clearing cache, turning notifications off/on to try and fix this myself. I also have sms and email setup as well for these aside from push. I'm not getting anything to my galaxy s10, iphone 10s, and desktop. Please fix it already. This is ridiculous.",80,,,
Jeremy Martin,"December 12, 2020",3,"✅ Confirmed Facebook app. This flagship app for Facebook often looks and feels neglected. Three stars for good mobile optimization. When this app gets a proper dark theme, and not that hack job dark mode they gave to the Facebook lite app, I will add two more stars to the rating. A proper dark theme switches back and forth, light to dark, along with the device theme. The app itself doesn't offer much difference from any browser so you might be better off using Facebook in your chrome browser.",186,,,
Mary Anthoniette Fulache,"December 21, 2020",1,"So recently my Facebook suddenly changed from featuring individual photos to 'Collections' and they're displayed via 'Stories' format. I want to change it back to the 9-square featured photos but it's not showing me an option for that. When I edit my About/Details and choose to add more photos on the 'Featured' section, it's still in the Stories format. This happened when I changed a photo on my 9 featured photos and when I decided to change it back, it suddenly switched to the Collections-Sto",171,,,
