user_name,date,num_stars,review,num_likes,user_name_answer,date_answer,answer
Anurag Arora,"December 31, 2020",3,It's good that here is new options of Payment. I used to transfer some amount with UPI I'd and it was successful payment completed. But due to some reason I did remove my link account and want to change my other bank account. Now I am unable to see bank account list and error coming that Couldn't link your account with UPI. Check your phone's internet connection and try again.,102,,,
George Codorniz,"December 31, 2020",3,To be honest I can't give this a proper with you I don't really use it don't really see the sense in using it much personally but I had to sign up for a couple of things where somebody could only chat through WhatsApp so the little experience I do have or did have I honestly have no complaints about so if they say anything then that's saying something right.,34,,,
angela greene,"December 29, 2020",5,This is a excellent app to have... Whenever you may need to keep in contact with family members who are unable to use their cellular device or text messaging in a storage basement facility in a hospital setting... I have communicated w/ family members while sitting with my great aunt on hospice... I can keep in touch with the daughter while she's at work... she can keep in touch with me wherever she is in the building! We are able to talk to the nurses back & forth anytime morning noon or 🌃,5373,,,
Tania,"December 29, 2020",3,Since the latest update whenever you take a photo from within a chat it takes a few seconds to process it... Why had it been slowed down so much? They become blurry easily. It takes the fun out of taking photos. So I cut down two stars for becoming a much slower app..,213,,,
Eliakim Mathias,"December 30, 2020",4,"I would like the programmer team to add a feature that allows users to hide themselves when watching their friends' status i.e when you've watched someone's status, this one might not see that you watched it if you set that feature on. What I like the most is the quality of video calls. The app is user friendly and convient really. There's also the ability to search for different kinds of media as documents, photos, etc seperately. It's innovative.",6072,,,
Miljan Bojovic,"December 28, 2020",1,Giving one star just because there's no option to disable the proximity sensor when listening to voice messages. It's very frustrating when accidentally move your hand or any object above the phone and it just stops the voice message and then you have to unlock the phone and press play again. I hope the devs include this very useful option. Thank you :),4771,,,
DeadGazeS,"December 10, 2020",1,"A almost a year passed and the bug I reported in march is still in the app. I don't get it. Fix it, it's annoying. In March it was on my s10e now it is on my s10 (europe version). Everytime I want to send a picture WhatsApp just rotates the picture(s) automatically. It's really annoying and u really should have fixed it after 9 months months. Just fix it, please.",3271,,,
Sheriff A,"December 28, 2020",4,"Without a doubt this is one of the greatest inventions of our time. However, I scored the app 4 stars because of the privacy challenges it presents. For example, my inability to hide my online status is becoming a problem. Sometimes one just wants to check messages without having to communicate with the person at the other end. But there is this psychological pressure to respond to the person almost instantaneously because you know they know you are online. This is a REALLY BIG PROBLEM.",7118,,,
Kanna doing the right thing,"December 30, 2020",1,The image compression is INSANE! this is outrageous. I am trying to send this picture of an important document but it gets compression sooo much that people can't read what it says. It was good until the last update. Also my internet connectivity is really fast so don't ask me if my internet is slow...Full Review,156,,,
Sylvanus Ibem,"December 8, 2020",3,"The contacts in my broadcast group are no longer getting the messages I send out to them. I like your app but I wish it could be a bit more like Telegram. I am able to access my Telegram on my laptop with or without my phone being on. I really like that capability. Kindly make WhatsApp web accessible with or without one's phone being on. Secondly, why limit the number of contacts I can send a message to at one time to only five. It's discouraging. At least, make it 50 if not 100. Thank you",8111,,,
azin bahadoran,"December 11, 2020",1,"Windows version doesn't work unless the android app is open! Are you kidding me? Why on earth would I need it on my laptop if I had access to my phone? You can listen to voice messages only in chat, you've got to stay in one chat for 10 minutes doing nothing untill the voice is finished. Do us all a favor and fix these ridiculous stuff.",2359,,,
RSR OFFICIAL,"December 19, 2020",2,"All over this app is very good. But since few weeks, one is problem is showing, that when I send message the ticl mark doesn't come, even my internet connection is also good. But it takes approx 1 hour to send and message and deliver to the message to the person whom I want to send. Whatsapp India team please checkout this problem and solved it as soon as possible.",6476,,,
Tazoui,"December 15, 2020",2,If you have your WhatsApp locked with fingerprint. Then you lock your phone while WhatsApp is open. When you try to unlock the phone the fingerprint scan WhatsApp comes up and you can cancel it. It will bypass the phone lock and the phone is unlocked. That is not safe! Why is WhatsApp always want to backup when I left the house?! It should be possible to set a specific time. That's annoying...,833,,,
Mahboobullah Dawlat zaadah,"December 28, 2020",4,"I am a hardcore user and fan of WhatsApp, and I have a gentle suggestion that will be helpful if implemented, Sometimes there is a long voice message that is 80% unnecessary information but one has to spend real time to listen to a voice message, technically we have to spend 180 real time seconds to listen to a 3 minute voice clip,In a nutshell there is supposed to be an option for speeding up the voice message just like any audio player, it will be appreciated by many many people,Thanks",316,,,
Zameer Mohamed,"December 12, 2020",3,"camera has become worst! , When i take some pictures of notes, it gives over exposure(which becomes full white). But when i focus and get it takes normally. Another thing is, when i use flash, after clicking the button the flash stays for about 3 seconds and then it takes the picture. And finally the pictures taken are mostly shaken!. We need to hold the phone very much steady to get an unshaken picture. The problems given above doesnt happen in phone camera. My phone is ""redmi note 9 pro""",1753,,,
Nhlakanipho Makwala,"December 31, 2020",1,"The older version connected to facebook was way better then this one infact it deserves 5 stars ""Previous"" one, with this one it's just by luck to share your status update to your facebook story.. because it will simply say ""Sorry, Something Went Wrong"", I'm waiting for an upgrade this one it's thumbs down for me",46,,,
Ali Shamsi,"December 25, 2020",1,"I have problem with my voice note , when I send voice note its not recording all of my voice . For example I talk for 1 min and 20 secs of my voice is only recording. I have contacted whatsapp before they told me to wait for a new update and until now I almost updated several times. Moreover, it's not a problem for my microphone 🎤 as it's completely working in other apps. Please resolve this for me.",4510,,,
Gladwin PM,"December 11, 2020",5,"Good. Very arranged app, simple to use. Great effort. I would like to suggest an edit to the app. It is to keep a tag on the voice msgs we send and receive to quickly know what does it say so that without playing it we can understand it. It saves time if the msg is too long. In my case our online classes are taken through Whatsapp so the teacher sends many voice msgs so when revising or listening to them later in search of a specific point will be much time consuming and boring. So please fix it",1813,,,
Faustine Tan,"December 23, 2020",1,"Latest update broke the photo taking function. I do not use Phone's Auto Rotate. Before this update, if I take photo on the Landscape mode, it would be correct side up. But after the update, it went the flipped. I have to press the rotate button that appears at the Shortcuts (Extreme right top corner), but this only solved the rotation issue in photo. Phone orientation for all Apps become Landscape! Will need to use Auto Rotate then will rotate properly. Flawed. Own camera app doesn't do this.",1778,,,
Ajing Partowidjojo,"December 16, 2020",4,Good way to keep in touch with friends and family. This application is really nice. I do have one remark though: the video button during a video call is a bit too close to the hang-up button. Sometimes accidentaly the hang up button is pressed instead of the video button if an operator just wants to switch of the video.,757,,,
Carl Crabtree,"December 28, 2020",2,Latest update Additional Not only me but friends too are not getting notifications. The app is randomly silent Previously... changed a lot of security / privacy settings to no one could see if I was online or when I was last online. It took some time to change the setting. This is a strange bug. All I did was take advantage of using the dark theme to save battery power.,209,,,
Breckyn Farmer,"December 22, 2020",5,"This app in my opinion is truly amazing. You can see is the other person if online, typing, or when they were last on. I think that is very cool and unquie then other texting apps. Not only can it undo that, but there are also other things about it. The calls/facetime aren't laggy, and this is probably my my favorite communication app.",1313,,,
Arjun,"December 11, 2020",2,Recently there's this bug where the YouTube link just appears without showing the extra info like before. Even if we wait for a while for that information to show up. It dosen't seem to show. And please fix the forward messaging when we send multiple photos. Sometimes when we sent notes through WhatsApp. The order goes wrong when we forward it. Please fix it.,730,,,
Shivakant Singh,"December 21, 2020",2,"It is a very good app for communication but the problem arises when it compresses the image while you are sending any photo through whatsapp. If you have a new brand phone it does not creates a lot of difference but for the ones using old model phones, unables to send image properly. Also, the whatsapp call quality reduces with the low brands. Please help to tackle the problem. Also, sending the image in the jpeg form is also not possible all the time.as, it consumes a lot of time.",2868,,,
Brijmohan Sakhi,"December 7, 2020",1,I have been facing persistent issues of my chats getting deleted automatically. Everyday I get a notification that I have left some group without me doing anything. The previous messages in many chats have been deleted. I have changed my Gmail account as well. The account isn't logged in from any other device. This was the reason I changed my phone. Please look into the matter. I have been struggling so much,6286,,,
Seshadri,"December 11, 2020",2,"The app survives because of the crowd. I don't know what extra feature they're trying to push in. Even a small helpful feature like, YouTube link preview, doesn't work. With the large user base and growing technological advances, I don't think it'd be much of an issue to the developers. The positive points are given already in other reviews. I feel it would be good if the app sincerely works on improving personal user experience.",631,,,
Lorgen Gerard Magpantay,"December 29, 2020",2,"1. Reliable but can only be used on ONE device or along with 1 web browser with further crippled capabilities. 2. Switching is a pain between different OS's (Android, iOS, Huawei). 3. I wish people would realize that Telegram is much better so they'd switch to using it. 4. Videos with 15 MB limit. Augh. 5. ALL media in messages are stored in device. Videos. Photos. Gigabytes of them. ALL. 6. But damn most people use it. I'm stuck to using this with all these confirmists :') 7. Owned by Facebook.",3127,,,
Cindy Purnamasari,"December 5, 2020",5,"Brilliant..! It's just that when we want to share some picts to other contacts in Whattsapp, the notes below the pictures can not be shared at the same time. We have to write them all over again, then share them. I hope in the future, Whattsapp would fix this issue and make itself more brilliant than ever..! NB: Maybe ask us ""Share also the note below the picture? Or edit it?"" And we can simply choose what we need! :D",1305,,,
Kevin Licenji,"December 5, 2020",1,"Far behind every other competitor! No functions added since 1995. If I mute a chat and archive it, it does not make any sense that they get out of the archive as new messages arrive! I don't want them to be on the top all the time only because the group is too active! If I archive the chat it HAS TO stay archived! Besides, add new functions for group admins! Such as allowing them to delete messages sent from other participants to avoid spam and many other things that you can do with telegram!",10081,,,
SUBHRA & KIRAN GANGULY,"December 27, 2020",4,It's a really great app except the network 📡 problem that frequently occurs during voice call🤙📞. Although it is not the fault of the app . If it stops occurring I will surely give it a 5 ⭐ in the near future🔮. It is being really useful especially during the Covid 19 Time⌚😕 .,140,,,
Ayushi Mishra,"December 22, 2020",1,WHAT THE ABSOLUTE HELL IS WRONG WITH WHATSAPP!??! I mean I've been restoring my messages on a DAILY BASIS after downloading some update like 2-3 months ago. This has been very inconvenient AND time consuming. The support team doesn't answer. Neither do they upgrade the app. Do you even care about your customers? Or are you taking us for granted?!? I mean this problem has been there for a Long Time and you people still don't take action towards it?!? This behaviour is UNACCEPTABLE. Fix it ASAP!!!,3484,,,
Skip Thijssen,"December 12, 2020",1,"WhatsApp is a fine messaging service. However, the procedure of blocking your account is inexcusably ridiculously bad for such a big platform. A relative's account was recently compromised (he suddenly started sending fraudulent messages). In order to block his account he had to write an email and hope for a deactivation within a few days. In such a situation time is of the essence, you just can't wait for such a long time. Why there is no online option to do this immediately is lost on me.",1238,,,
Filippo,"December 30, 2020",1,"- In ""storage usage"" there's no way to see the number of messages sent in a chat - There isn't a way to export a full chat with more than 40k messages Why don't you add the option to export more than 40K messages from ""export chat""? It can be saved in a txt file, so it's not an email maximum size problem anymore",29,,,
Monisha Priya,"December 22, 2020",1,"For the recent update, WhatsApp Voicecalls are offering me a pathetic time. For initial 5-10 seconds upon calling someone, the voice isn't audible in both ends. Sometimes when I use earphones, the voice output automatically becomes on speakers, which has managed to give me a hard time several times. Yes, I've checked my audio jack/earphones and network, they're good as ever. This problem is only happening in WhatsApp Voicecalls.",1174,,,
Oluhle Dlamini,"December 19, 2020",3,"I overall love WhatsApp everything about , it just makes my day ... up until someone sends me a voice note. That's the only problem I have , whatsapp always cuts my voice notes when I try to listen to them , and then I have to close the app and open it against in order for me to listen to the voice note properly, and this happens with every fourth VN I listen to , so pleas fix that problem I beg of you . And you'll get 5 stars guaranteed",3416,,,
Tracey Woolridge,"December 28, 2020",1,Okay so you will not fix the Bluetooth issue that is yours not mine. When we want to use our Bluetooth we should be able to pop them into our ears when we want. Not have to hang up connect the Bluetooth then call. Now this your fault not mine because a friend has the same issue. Second why is my skin colour brighter on your app vs my phones camera. I find that to be insulting. Either fix the issue or quit your job.,58,,,
Prashant Rana,"December 13, 2020",5,"First of all thanks for providing such a wonderful app for free. But there is bug in this app. Description: While calling from whatsapp using speaker of my car via bluetooth. If I disconnect from the button on my steering, it stops showing on the screen of the car but the call continues. If I make regular call I am able to disconnect from the button on my steering but with whatapp call it's not possible.",620,,,
David Muchai,"December 26, 2020",3,"Still, muting a whatsapp group doesn't work, this is the most annoying feature, they still popup to the top, muting should mean I don't want to see or hear unless I open the group, also we should be able to refuse being added to groups without our permission, it's annoying when we are added to many groups against our will...",85,,,
Ritu Raman,"December 26, 2020",4,"My experience of using this app was awesome but would be more satisfied if you have added the feature of adding music like instagram. Hope, my suggestion would be considered. Keep doing such changes and change the way of messaging. •Please allow 3rd party applications to add animated stickers too.",110,,,
Nirdeshank Sagar,"December 16, 2020",4,"Some improvement still needed, like if we play music in particular chat, then that must not stopped when going outside that chat. Two persons location can be available in single screen when sharing location so that they can meet easily. If a person is blocked, there must be some right to send 1 or 2 messages in offline mode to that contact incase of emergency (like hike) via what's app.",442,,,
a koc,"December 12, 2020",2,"I don't understand why the use data in app details takes up 500 mb space. it is not the media files, they are usually over 2gbs anyway and not included in the user data section, and I regularly move them to a storage device. even after i delete all my chats and all the media files, plus the back ups, data bases etc anything named whatsapp in my phone but the actual app, it still takes over 500mbs. I don't know what it's used for? Tried the same thing with a friend, for him its over 700mb.",2363,,,
Coronavirus,"December 30, 2020",2,This is a good app for messaging but when you send videos or pictures the quality goes down. This is terrible because when the quality of the picture or video goes down it looks blurry and makes me look ugly. I am really disappointed and hate this bad quality thing. Please fix it ASAP 👏🏼,24,,,
ElvinTHJ,"December 23, 2020",4,"It is a good for messaging people and its free. But, there is one problem that i sometimes encounter, when i put a long cropped videos on my status, it goes wierd. The sound is more slow than the video. Sometimes it happens, and sometimes it doesn't. But, i hope you guys can fix this in the next update",266,,,
Zoe Kangwane,"December 30, 2020",1,"It's been a frustrating experience, I can't access my old WhatsApp yet I can't download the new one, this app keeps on searching and searching for hours , I've been trying to download from yesterday but as I write this review i don't have WhatsApp, am so damn annoyed and frustrated since am using whtsapp not only for entertainment but a whole lot of things, pls have this problem fixed!",33,,,
A s,"December 6, 2020",4,"I have been using this app for a long time. If you have troubles in getting a message it is because you have to allow Whatsapp to give you messages. Its simple! Go to settings,apps,and manage notifications, go to WhatsApp and see its permissions if block you will not see the messages. If allowed you will see the messages. Please press yes if this was helpful. Peace ✌️",10166,,,
Atif Masood,"December 16, 2020",4,"Good app with convenience of communication. There must be an option to go off line with the data net or wifi still connected. I use whatsapp for record keeping apart from texting/calling too. So whenever, I am using it for record keeping purpose I get bothered by texts and calls. Please don't tell me to disconnect data/wifi for a while because I need that too at the same time using whatsapp for other purpose. Please consider this option in ur next update and get 5 star raring ☺. Thanks",420,,,
Sunny Anand,"December 14, 2020",1,"Hi, I just want one feature without which this app is useless. There must be an option to disable restrict strangers (contacts not on our phone) to send us message or call. Please understand this is a must feature. Because nowadays almost everyday lots of us are getting spam advert mesaages. So atleast we must have an option where we can just disallow the strangers to send message or call. Spammers are getting numbers from some companies and than sending soam messages and all.",275,,,
Rita Dover,"December 27, 2020",4,"Its an extremely good app, in Whats App you can have endless amounts of contacts, face to face phone calls with up to 4 people on at the same time, group texting, record your voice, send gifs, changing picture/status and does all the basic thing all the way up to send pictures The thing that Whatsapp could improve on is the phone. ,it isn't very clear to hear what someone else is saying but other than that its a fantastic app! I recommend you to get this awsome app",4184,,,
Raidou Kuzunoha the XV,"December 17, 2020",1,I've updated two day ago to the last version and since then the notification sound doesn't work when I receive a message and the app crash a lot. I'm using a Yotaphone 3 with android 7. Update: I found that If I leave the Whatsapp open (where you see all your chats) its crashes when I receive a message but If I am talking with someone and he send me a message I receive it.,1037,,,
A Sammy,"December 20, 2020",1,"Fed up with the glitches. This app is out too long to still be on some BS! Get it together!!! 1. A couple of times when on a video call the person doesn't hear me, I don't hear them or sometimes both. 2. Typing a message takes a few seconds to register. Annoying much?!!!",412,,,
H Sarmad,"December 9, 2020",4,"Good and secure messenger. BRAVO Just please add more options to the software, like what ""Telegram Messenger"" does! You update the software 100 times a year, but not even a small change😁! Just fix bugs? Please remove so add more facilities like: - archive folder to keep some important messages privately. - ability to send bigger size files, documents. - ability to edit the text after sending. - do not show ""message was deleted""....maybe we don't want anybody to notice a deleted message?😊 tnx",745,,,
ipeleng ngwenya,"December 30, 2020",1,"The voice note feature has an issue since the last update, in uses the call speaker for sound then afterwards all other sound comes out of the call speaker( rather than the main speaker) including music and remains this way until I restart the phone. This is highly inconvenient if I wanna play a voice note in the middle of listening to music due to the speaker switch",264,,,
Subhashis Sarkar,"December 30, 2020",5,"Its a Amazing App for chatting with friends & family. I want to suggest a feature , While I'm on a video call , want to switch on rear camera. Then I want to turn on flash light. It is helpful when I'm on a dark place.",14,,,
Shiekh Mohommad Javed Ali,"December 13, 2020",5,"Hi Its good. But seeing a bug from past 6 months. If you are fixing that will be going good. I think everyone will face that same issue as well. The issue is if we are watching statuses and it contains two or three videos in the same. The first video will be loaded good and the next one says that ""T...Full Review",570,,,
Rebekka Kauranen,"December 22, 2020",1,"I blocked a number and unblocked it, all our messages dissapeard. Never happened before or after with any contact weather I have the number saved or not. I sent a message to whatsapp support. They keep sending me auto mesages that are of no use. I requested to speak to a real human not a robot. I got the same auto message. I am highly dissapointed in the ""customer service"" I got. If you can even call it such.",2021,,,
Anonya Acharya,"December 19, 2020",3,"Since the latest update, a problem is happening. If we don't open a chat for 1 day, all the messages are disappearing! I checked the 'Dissapearing of Messages', it is not on. And I suggest one more feature that please keep the option for changing your username for different chats and groups. Otherwise, this app is great!",3714,,,
Rollio Gamage,"December 12, 2020",4,"I love this app, it's one of the best messaging apps ever and quite easy to use. I'm giving 4 stars because they have recently removed the feature where we could check how many text messages have been sent back and forth for each chat. I also suggest that you add a feature for us to organize our stickers.",386,,,
Ketki Srivastava,"December 27, 2020",3,It should ask before sending a location whether we want to send it or not. Please its a nuisance its just sometines randomly picking up locations and getting sent . please include that in the next update. Its really troublesome to delete it and then the other person thinks what did we delete. The attachments should be accesible even if the person is blocked. Only when one chooses to send it should appear to unblock or cancel. Please include this feature.,43,,,
Mr. Atikur,"December 11, 2020",5,Introducing disappearing messages. Now you can set chats to disappear after 7 days. * Search your stickers with text and emoji or categories. * Decorate your photos and videos with smoother drawing and new alignment guides. * Now you can set a custom wallpaper for a chat or set a dark mode wallpaper. Choose from a refreshed wallpaper gallery or new colors over the doodle background.,432,,,
Sydney McLay,"December 28, 2020",2,"When calling someone, rather than tell the caller that the person they're ringing isn't online, they're made to sit there and wait for pointlessly for 20 seconds while it makes a ringing sound pretending to be a normal phone, presumably to give the impression of being more useful of a feature than it is to keep people using the app more.",335,,,
vineit raghuvanshi,"December 11, 2020",3,"Till day before yesterday, broadcast feature was working fine.. but now my message are not reaching to my contacts who are in broadcast list. But if I am looking for same message in my phone it's showing delivered with double ticks.. but when I checked in receiving phone .. message was never received. This has created lots of trouble n confusion from yesterday. Pls get it correct ASAP.",290,,,
Sanghavi Naik,"January 1, 2021",5,"This app helps us to share notes,wish others in different occasions,share feelings and you can also do video call voice messages are also available you can see status and also add it!!! It keeps us in touch with our family and friends that 's why I love this app!!! 😀☺💟",4,,,
J SV,"December 29, 2020",1,"I changed my phone to Samsung galaxy z fold 2, and the camera quality is rubbish on WhatsApp compare to normal camera mode also when making a videocall or trying to take a pic the quality is very poor and the image is not clear at all and its dark, please can camera quality be updated on WhatsApp as this has changed after the update was done.",20,,,
Ndum Clinton,"December 28, 2020",2,"Pretty cool.. I love this app... But if you can upgrade this app to have better features like new and different themes, and making the app to have a particular section for groups separate from normal chats it will be good and easy for users to access chats and groups instead of mixing them... Other copied Apps are having cooler and better features that this app.. And we are already prefering it to yours... So work on it...",1248,,,
Kaito Kookie,"December 12, 2020",4,I like this app a lot ...as it's convenient for sending messages but however i would rather rate it four stars because i think it would be better if there was a separate section for groups like there is for status and calls .... So it will be more easier to use what's app and the inbox wouldn't be that much crowded either ... Otherwise this app is great :),316,,,
Willie Arbuckle,"December 12, 2020",2,App is pretty brain-dead with respect to data recovery. No soft delete for chats and db restore is positively archaic / or fails or frequently non-existent. Needs brought into 21st century. First rule of computing - don't lose the customer's data! Add some useful features like the ability to open a local backup file and select chats to import. Y'know real db management utilities.,272,,,
Lydia Sinclair,"December 11, 2020",3,This was a 5 star app for me until I started sending voice notes. Every time I attempt to listen to a voice note it cuts out within 2 seconds which can be extremely frustrating. My signal and mobile data is efficient and working at the time this happens. WhatsApp is fantastic for messaging. Everything else is very delayed.,270,,,
Negar Jamshidi,"December 21, 2020",3,"Simply can be used... But no extra option like telegram and other bold social medias, some annoying features like it ruins the quality of pictures and videos , cannot delete a message fully ""this message was deleted"" ; I update this app like every month but no extra options only more emojis added to the keyboard ,no cute themes only dark and light, cannot even be compared with telegram or some other social medias, but tbh can be used for video chat and voice calls... Sending daily messages :)",300,,,
abhinav C,"December 19, 2020",4,"Whatsapp is a good app. I found it very useful. But there is a downside to this. What can l say :-if whatsapp is deleted and then installed, then there will be no messages and voiceclips in the group send before. This deficiency needs to be developed. I am a student. When whatsapp was deleted my phone, all the voiceclips and messages in my whatsapp group become empty. Class is through whatsapp during the corona era. There fore, this issue should be seen as a public issue and developed..",1031,,,
vineet nekrui,"December 18, 2020",1,Keeps on glitching while typing a message.The message takes a while to register. Have been waiting for a long time for it to be corrected. I have gotten my device debugged at the the official service center after a while I updated the app and again facing the same problem. It's such a headache to type messages now. Kindly rectify the issue ASAP,1705,,,
Jesska,"December 10, 2020",1,It used to be my favorite app for messaging back in 2015 or so. But now there's something seriously wrong with it's notifications. On Pixel 4a - standard vanilla android message notification playing a call ringtone. There isn't a way to customize notifications or make them silent After few hours of googling and fiddling with it I - certified windows PC technician still couldn't figure out the way for it to behave correctly. So I ended up just completely disabling all notifications. Not ideal,974,,,
Lõvê ís Lìfê 786 s.m,"December 22, 2020",5,"Hi friends how are yousettings by introducing a new feature which will help the user to create different groups (like family, friends, etc.) to whom he/she can send the status update. The issue here in today's WhatsApp is that if a person wants to send a particular status either to his/her family or to the college friends or to a particular group he/she has to select the contacts one by one each and everytime. It will reduce the effort of the laziest animals (i.e. ""The human"")",338,,,
Timur Shamsutdinov,"December 19, 2020",2,"Using my app on daily basis and noticed one issue which is starting to annoy me. Turning display off and app is running on a background, after few minutes will turn display on and start texting my messages won't be send (won't have 1-2 ticks) until I will close app from app management and relaunch it again and will get my usual 1-2 ticks. Does anyone know how to fix this issue, I'm using s10plus.",238,,,
Tech Smash,"December 15, 2020",2,Video call quality is poor. There should a some AI based traking which can automatically adjust video call quality as per persons network speed or we could manually adjust video quality. Also I'm encountering a bug during video calls. Once the screen gets minimised at right corner below it remains stuck there and the full screen button doesn't pops to use full screen mode. We need to disconnect the call to use full screen mode.,1155,,,
ShakilaRenata YT,"December 12, 2020",4,Sure i do like it but i just wanna tell ya'll when i start to play a voice massege sometimes my screen turn pitch black. And the audio is kinda messed up. It's annoying. Also it happened when me and my sister had a videocall. She seems to not notice that my screen turn black whenever we talked for too long or when the audio is too loud. But over all.. its nice :3 just please fix it.,250,,,
Boni Hall,"December 7, 2020",2,All of a sudden live location does not work properly. It just gets stuck. Used to be perfect then after upgrades it just doesn't work. I would also like to be able to schedule messages. That would help a lot as my mind is most active about asking ppl about things etc late at night when it isn't polite to be messaging people.,386,,,
My Opinion,"December 13, 2020",5,I love the recent updates. Love the new emojis. But It's important to update in the blocked contacts. It will be good to delete an blocked contact from the list. Another problem that I face is I get calls from unknown numbers. So I think there will be an update about that.Thank you.,442,,,
Sultan Dweikat,"December 21, 2020",1,"As Android user, to keep some personal photos/videos I receive on WhatsApp synced to my cloud account, I have to use a file manager app and go to whatsApp media folder and pick & move them manually to my personal Gallery. Meanwhile, iPhone users do this from within the app! I use Telegram and they have the menu option to ""save"" a particular media file I receive to my Gallery and it will sync automatically to my cloud account. I'm not sure why it's so difficult to have such option in WhatsApp!!!",303,,,
Tiasa Paral,"December 16, 2020",2,"The new updated version is a bit problematic. While clearing chat even when I am unticking the ""delete media from this chat"" option, all my media gets deleted of that particular chat. I just want to delete the messages not the media. Previously there was no such issue. Please fix this. This is very annoying.",278,,,
Dean Fullbrook,"December 19, 2020",2,"Since the last update version 2.20.206.24 whatsapp now ceases to send messages/atachments when your phone automatically switches from network data to wifi. i.e if your phone was in the middle of sending a message as your phone picks up a wifi signal the message / attachment just sits there with the timer icon, it doesnt retry, you cant resend, putting your phone in airplane mode makes no difference, still it sits there 🙄 The only solution is to Delete the message, recreate it & send again 😔.",579,,,
