user_name,date,num_stars,review,num_likes,user_name_answer,date_answer,answer
encrypted cipher,"December 30, 2020",5,"This app is very useful. I use it on my tablet & it works as great as seeing this on my t.v / computer monitor. As far as I can personally report, I haven't had any issues with relation to glitches or freezes when using this app. I've been able to watch long movies & shows with the no complications.",7,,,
Jaydé-Lee Joseph,"December 27, 2020",4,"Although Netflix is amazing app, it does have a limited amount of choices and doesn't really include much of the latest movies and series and almost none of the ""oldies but goodies "". I would like it if their list of movies and series was updated to a wider range of things to watch, especially including some of the best classics❤other than that, it's an awesome app",290,,,
Donald Chase dgc49,"December 8, 2020",4,"Not perfect, but getting better. I've been finding out that a lot of the issues we wear having in the past were due to WiFi issues here at the hotel. Since signing up with T-Mobile with the unlimited package, we are able to bypass the WiFi and use our phones as the wifi hotspot. All of the glitches we were having just disappeared. I do wish that Netflix would bring back the old TV serials like Adam-12, Emergency, and a host of other programs we used to enjoy.",434,,,
Reed Fry,"December 22, 2020",3,"This app doesn't seem to play nice with Chrome OS. It can't remember where I paused or exited, and restarts a series I'm watching at different previous paused points within the series. Amazon Prime and HBO streaming do not have this issue. So I tend to use those streaming services more often, even if I'm interested in Netflix's programming. Yep, still sucks. Still does the same thing. If it were free, I might ignore the disruptiveness. But as a paying member, it just kinda sucks.",45,,,
Bridget Makafui,"December 31, 2020",1,Great viewing experience until someone hacks into your account from a faraway continent. I kept getting notified that random users are logged on to my account from locations unfamiliar to me. The most recent one changed the language setting and now I'm having trouble navigating the app. Please do something to curb this security risk because it leaves us very vulnerable.,2,,,
Samantha Farrell,"December 26, 2020",4,"The mobile search function is a little off. If I search for a specific item, I often need to scroll to find it, or it doesn't existed at all. I think Netflix should add some type of page saying ""we're sorry this title is not available but here are some suggestions for ones that are available"" and go from there.",8,,,
Jenna Sager,"December 15, 2020",1,"This app is really beginning to piss me off! The picture continually freezes as the audio continues to play. It used to only happen if I paused a show then hit play, but now it's doing it all the time!! It doesn't make a difference if I restart the app, clear out all of my apps, or anything. I never leave reviews for apps but this has me so frustrated that I had to say SOMETHING. Absolutely ridiculous.",443,,,
Michele Gevaert,"December 28, 2020",5,"Fun movie watching for the whole family. Netflix original movies are awesome. Haven't watched one yet that I felt I wasted my time. In fact, I'm usually wanting to see more or inpatient waiting on a new season. I have been with Netflix since they first started in the 90s when they only shipped movies to your home. I have stuck it out all these years n never regretted my subscription. That says a lot!",586,,,
Susan Fedder,"December 21, 2020",4,"LOVE Netflix overall but y'all need to fix a problem with the customers ""watchlist"". DON'T make it so we have to go back to the beginning of the list after looking at a shows info or after deleting a series. When I go 🔙 on my watchlist after seeing a shows info, it goes right back to the beginning of my list and NOT what was last viewed by me. Why?????? That is sooooooo irritating especially when ur at the end of the watchlist. PLEASE for the love of God fix this simple problem. Thank u!!! 😄",109,,,
Zayan Ahmed,"December 9, 2020",5,"Netflix is all about getting together with family. Well with the series you always want to know what and well you find out and you are relieved. And the best part is they save the place you stopped watching. It is much easier then to look at the place you stopped at. One request would be to stop cancelling unfinished series. So five stars for u, but please solve the issue. 💙 Thank You",337,,,
Christian Luzon,"December 16, 2020",1,"Your new update is rotten! The first one is even better. Fix your update or just restore the old one but add new movies. Your update is so annoying, I have a hard time watching t.v. Now I have not been able to watch properly for a few days, then I have to search before I can watch, then the selection of movies at home is very small! I hope you don't make it difficult for those who subscribe to you !! It's ok if it's on a cellphone, what about the television viewers who only use remote? !! Fix it",594,,,
avi harel,"December 28, 2020",3,"App is great and all, but i seem to have a problem that sometimes the app just cant connect to the servers and cant reconnect no matter what network im on or how many times i reopen the app. that's the only reason i deducted 2 stars. Because it's a real inconvinience to have to install the app again at least once a week.",2,,,
parzival,"December 16, 2020",4,First of all i love the netflix app. I use it all the time and it has become my secondary source of entertainment (after youtube of course) and it is amazing. I personally have had no major problems with the app although some of the show selection are a bit questionable i dont have many complaints if any. My main annoyance with the app is the removal of the background play feature. You know the little switch beside the cast button. Unfortunately it was removed in a recent update.,357,,,
Manali Sankhe,"December 27, 2020",3,"I love this app. But few things I don't like are that it doesn't keep track of where exactly you left off. And it removed really good shows like That 70s show and others, and you cant watch movies.like Harry Potter series which is which are staple, go to movies. And since it doesn't have important up and coming shows, you can't solely use Netflix and have to rely on other services. It also has video lag when the audio is running. The new seasons for shows haven't been updated which sucks.",354,,,
L Lin,"December 31, 2020",3,"I love the Netflix interface. But recently I've noticed, netflix app on my android cannot sync with my Bluetooth speaker. Youtube has no issues. So, that's how I know there's something wrong w the app. I hope they can figure out what's wrong and fix it.",0,,,
Barbara Murphy,"January 1, 2021",4,Love Netflix 💘. Always something good to watch. And they have shows and movies 🎥 that I couldn't believe they had it. Just put whatever 🤷 your looking for in the search bar and you to will be amazed at what they have in the way of some older movies 🎥 and of course new ones. And the price is very affordable 👌.,1,,,
Kesia Keren Dela Torre,"December 12, 2020",3,"I really hope you add the ""edit captions"" feature or something like that yeah. It's just that when I try to raise the brightness the captions will be too bright for my eyes and when I tone down the brightness, the captions will be okay but then it'll be too dark for what I'm watching. Would be nice if I can edit the opacity of the captions so it doesn't hurt...",42,,,
John Lannigan,"January 1, 2021",2,"When I cast this on a google chromecast stick the audio does not play. Extremely annoying and I hope you figure this bug out as it makes Netflix useless to me. I only have a stick not a smart tv. I will cancel unless this is fixed. And yes I updated all firmware for the chromecast, restarted, repaired, it is a bug. Fix it!",0,,,
Kharis Sims,"December 27, 2020",2,"Netflix updated and now, whenever I hit the back button on accident in the middle of a movie or show or I close the app before I finished a movie/show, it starts from the beginning and I have to find where I was when I wanna go back and finish watching it. Netflix used to just automatically pick up on where you left off. Now it doesn't do that and it's rather irritating.",236,,,
Angela C,"December 28, 2020",3,"I really love this app and having the ability to watch things on my phone, but it is infernally frustrating to be watching a series and every time I close the app, or have an episode paused long enough for the app time out and go back to the home screen, it doesn't start me back at the same spot i ended. It's always jumping back an episode or two and i have to hunt for where i actually left off. Will bump up to 5 stars once this is fixed.",273,,,
Maria Gaines,"December 26, 2020",3,"I like netflix but there's times it doesn't ,play right away it turns off at a certain time I said if it continues i will just cancel my subscription it does it quite alot and at 2-3 am I noticed it just doesn't come back on I pay monthly faithfully even when the company raised their prices I still stayed with the company but its becoming a nuisance when im ready to relax and it doesnt come on,I get frustrated I just turn it off now thats no fun wen I pay everyone month.",12,,,
Will Otu,"December 11, 2020",3,"Frankly a really good app. My experience, however, is marred by the display and the limited ability to make adjustments. The brightness, while warm, I find too dark. Made worse is whenever there happens to be text or subtitles, then the picture becomes an occluded background to the text. It's disappointing that the app overrides the native device display controls in this case. Also, creating some opacity in subtitles would be nice.",28,,,
Paul Mayer,"December 28, 2020",3,"The latest update has ruined the functionality of the app, especially when casting. Instead of staying active in the Notifications Bar, it dissappears (despite the movie still playing) so that you have to go through the process of opening the app again and finding what's playing just to stop or paus...Full Review",3,,,
Ricardo de Soto Rodríguez,"December 30, 2020",3,Good but not great. Sometimes it says that I cannot stream whatever because of where I am... Then I go to my laptop and can see perfectly well whatever I wanted to stream at that moment. Also it could easily very well announce what they're going to cancel before they do to give us customers a chance...,1,,,
Pradeep R,"December 11, 2020",1,"The app doesn't open. Just keeps beating like a heart with a black background. Looks like it is trying to open but doesn't open. All my other applications are working absolutely fine, then why is there a latency with Netflix? I have a good internet connection. I thought that this might be some maintenance period, but this is happening since 2 days. Can share screenshots if anyone cares to fix this problem.",51,,,
Azamat Saugabay,"December 27, 2020",3,"The app was exceptionally good until now. Recently I started experiencing troubles with the app on my phone. Whenever I choose a random movie or TV show, it doesn't play and instead it says that the title is not available to watch instantly. I don't know what happened with the app, but that's really frustrating as I'm paying for it. Please help to fix!",257,,,
Bradley Yardy,"December 13, 2020",1,"Recently the app had a feature to switch the video off and just listen to the program. It meant you could lock your phone or go on a different app while still listening to Netflix. It was great and I used it all the time. But for absolutely no reason, that feature was removed, and I can't think of any reason why. So I will be keeping my review at 1 star until that feature is back, because I hate when apps put a cool update on, then remove it soon after.",228,,,
David Mauas,"December 18, 2020",3,"As much as I use it, the bugs are everywhere.
My favorite bug is: it never remembers which episodes I watched when I close & re-open!
I always have to fast forward several episodes, sometimes entire seasons... In spite of their progress bars appearing in red, as in ""watched"".
If that's not a cool bug, there's the fact that it always gives me a huge full-screen screenshot whenever I exit any episode, and I have to exit & re-enter to see the episodes list & controls...
Fun",314,,,
michelle,"December 9, 2020",1,"Would be good to have a timer for the device to turn off, as I watch shows when trying to fall asleep. Also, with covid, we just wanna watch shows with our friends sometimes, but unable to using Netflix as the screen sharing is just black, maybe you should rethink this. Understand that it might reduce the number of subscriptions, but perhaps you should try to think from users perspective.",402,,,
Balthazar F,"December 15, 2020",4,"A really good app, but I'd like more rare films. We only find popular ones, but it would be great it there were 80's films, because my dad misses them so much. Vocal commands would be awesome too ! Just imagine picking a word to stop the film while going in another room to pick up something to eat lmaooo, that's a concept But I really love the dub options, because English isn't the most popular language in my country and it sucks, because that IS my current language.",557,,,
C S,"December 26, 2020",3,"great app and great service, a bit of a rip off with the regional limitations and cancelling amazing shows but continuing to make really bad ones. however, i've had a recurring problem with this app on multiple phones, the video is often extremely laggy and takes a good half hour of closing and opening the app to actually be able to start watching a show/movie on my mobile without the screen freezing and audio continuing. it's ridiculously annoying, would like to see a fix soon.",247,,,
Justin Harrysingh,"December 22, 2020",5,"I am definitely a happy customer from South Africa!! even though we don't have ALL the shows and Series as the versions in the USA and UK, I'm still happy with it. improvements wise - I think there should be more personalisation options. and definitely stuff that don't appeal to me shouldn't appear in any searches. I would like to see an option where I can choose like different episodes to play in sequence - like a playlist of some sort, even if it's two or three different series.",263,,,
Bianka Grudzinski,"December 15, 2020",2,"Yes, netflix is very fun and exciting to watch, only when it doesnt glitch. Today I tried to go on netflix and it said Cant connect to Netflix , so I looked at my connection but it was strong. also, whenever I have to stop watching an episode and then i go back, it takes me back to 2-3 episodes before the one i was watching. its not a very big thing but it gets annoying. Also, most of their movies are old. Its like they dont update very offen.Other countries like Japan have more things to watch",251,,,
Jay Cleveland,"December 29, 2020",4,Its litterly just like regular Netflix on your tv but better. The only thing I have trouble with is that it very rarly but sometimes it just goes black when I watch a video. And in the middle of me watching a video just pauses. But that might just be my phone so I recommend it. And I only gave it 4 stars because of my 2 problems bit like I said that might just be me otherwise it would have 5.,10,,,
Rod Ramsay,"December 26, 2020",3,"Been using for years and appreciated everything until now. Lately it's not been saving the points to when I last watched a video. I watched half a Wallander episode a few hours ago but when I went to the Continue Watching section, it starts it from the very beginning. It's the 3rd or 4th time this has happened. Previous times I just used the progress bar to fix it but I'm not happy this is now a recurrent problem. After all the time you have had to perfect this app it seems you have botched it.",263,,,
Kabir Rooprai,"December 19, 2020",1,"I hate the fact that not only there are very less shows and movies available, but a lot of shows aren't available particularly in my region. On top of that, many shows are not complete and take a long time to be available on this app after getting released online. I'm fed up of being region locked for almost every anime I want to watch... Giving this app a 1 star rating with all of my 5 email IDs, and telling all my friends to do so... Least you can do is allow VPNs",47,,,
M M,"December 20, 2020",3,"It has some glitches. I love the windowed mode on the phones, but I noticed with my android it doesn't auto play in windowed mode. On my iPhone it automatically skips the credits and plays the next episode. What is with that? And when the app bugs out it goes back to the previous episode and starts over. It doesn't leave off where it was at.",362,,,
Kelly Bowers,"December 30, 2020",5,"Love this app! One of the smoothest running apps I have on my phone, streaming or otherwise. I haven't had a single glitch, buffer or slowdown. I would LOVE TO BE PART OF THE BETA TESTING FOR THE NEW AUDIO-ONLY OPTION! (Unfortunately program is already full 😞) I hope to see this feature released to everyone in future updates, especially with the big price increase we just had! 🤞",290,,,
Bartholomew Goodwin,"December 9, 2020",1,"Error pops up every single time I open the app on mobile. I haven't been able to watch Netflix from my phone in literal months, the app on mobile is actual trash. It's been some time since the review above and this app still shows error when I try to open it. It's literally terrible, I hate it with every inch of my soul.",36,,,
Sophie Shropshirx,"December 20, 2020",4,"Love Netflix! The only issue is that whenever I play a video on my phone it pauses on people but the words still continue then I miss a huge part of the acting out. Also like someone has previously said when watching a video then you come back to it, it does rewind back to the beginning and I have figured the only solution to this issue is to go on episodes and do it on there as it starts from were you last left off but if you click play from continue watching it rewinds to the start. Thank you!",409,,,
Viter Nguyen,"December 16, 2020",3,"Issue #1023. For whatever reason I'm been dealing with this problem randomly. My internet connection is fine, I never had issues before but lately it has been more and more frequent making this app unusable half the time. Update: I managed to find a quick fix by force closing the app, it worked but still a bit irritating",9,,,
Sammy Alien,"December 13, 2020",2,"I am very frustrated that for some reason when I go to watch something, the video will play for less than a minute then freeze or turn black screen and the audio will keep playing. I've had the app on my phone for less than 3 weeks and it only worked for ONE day and then started messing up again. I Don't understand what's going on but please fix this issue.",321,,,
Madeline Jonson,"December 24, 2020",4,I have enjoyed the movies I have watched on Netflix but there are some that we try to get into but either the volume goes out and we end up missing the good action points to the movie. Then we end up not eating it because of that. I also wondered if Netflix upgrades all the movies and if so when? Seems when we want to watch a movie it's all the same movies we watched already.,312,,,
King DarkSide,"December 12, 2020",1,"Okay. Today was a breaking point, and I hope these get fixed. Today, my phone let me know that netflix was running in the background for the last 8 hours, and used 23% battery during this time. It had been over 24 hours since using netflix on my phone, and I had only been awake for 2 hours after a good nights sleep. So it started running in the background, while I was sleeping. For no reason at all. The app on my phone never updates what I watch when I use netflix on other platforms. BS AF MFs",274,,,
yuridia irene perez,"December 30, 2020",4,"this app is really good. but when i use it on my phone and i watch like an episode of some show and end up wartching like seven epispodes, anyways it doesnt show how many episodes i watched and it says that i was on the episode that i ended on. it doesnt give me good recomendations to. i really hope they can fix this problem.",2,,,
Sumanjee Thakur,"December 24, 2020",5,One of the best streaming platform ever specially for their streaming services. I didn't find any errors when i watch content till now. Even though it never stop steaming while network are too slow. Recommendation of TV series and movies are too good. Also Netflix's UI theme is look awesome. Best thing for me that is you can't find countable contents that how many are there and this best.,30,,,
Sean Nell,"December 30, 2020",1,Since your last update you guys SUCK! Takes forever to load or crashes all my devices if you want to charge $20 for premium i will cancel if you don't fix your bugs. You guys use to be awesome now you are garbage fix soon or I will change to a new streaming service. And another thing that sucks you guys say you are coming out with Netflix original movies but when they come out put it on different streaming service for $20 DF step your game up or im leaving.,3,,,
adam tortorich,"December 9, 2020",2,"Latest update has broken the app so that it no longer correctly keeps track of where you left off in a series/show. Every time I exit the app, and go back later to continue watching it always resets back multiple episodes from where I left off. For example I'm on Star Trek S1 E11 and about half way through, but when I close the app it starts back on E9 at the beginning. It does this for everything else too on both my phone and tablet but not the website on pc.",34,,,
Gary Tai,"December 27, 2020",1,"There's a lot of error yesterday and I wasn't able to use the app. First, it says there's a ""Device Error Occured"". Then it says Error 2.119. Both these error prevented me from using the app and watching my downloaded videos. Can you please resolve this. I spent a lot of time downloading series and movies, I wouldn't like to make it a waste. Thank you.",11,,,
Red One,"December 17, 2020",3,"Netflix going down the hill. I used to enjoy it every day. For the last few months it made me irritated. The amount of good series isn't sufficient. The ones that really interesting ate either not available for downloading or there is always a problem. I have been trying to download New Girl series for the past week and it either disappeared off the list or was giving me an error. Very bad, guys, you need to improve your service.",104,,,
Future Gaming,"December 13, 2020",5,"This app is so good. You can watch the episode online .... it does not take time for the video to load.... you can also download the videos. I love it's smart Downloading feature. When we complete 2 nd episode of an anime series the next episode gets downloaded and last episode the deleted . 1 st and 2 nd get deleted and 3 rd gets downloaded. Also, it shows us other movies or anime based upon what we watch . We get all this for just 300 Rs. Per month . AND IT SHOWS US POPULAR MOVIES,ANIME",53,,,
Gabriela Oliveira,"December 16, 2020",3,"I am not able to log in to the account, even though the password is correct and the email is also correct! besides the catalog is very bad! a tip: put the Harry Potter movie series, or renew some series we all like, example: Anne with ""E"" or The society! you guys would have a lot more signatures like that!",10,,,
Alfred H L,"December 17, 2020",3,"I'm a Blind user of Netflix. all app would be great but there is something not accessible. Subtitles are not read by any screen reader as occurs with all the app. Something curious is that subtitles are read in some cases such as playing the anime “Hellsing” “Psycho pass” or “full metal alchemist” But not when I try to play a serie in English with subtitles. No matter what language the subtitle is set, it is not read. The problem occurs when using Netflix in android device, or using it in the PC.",20,,,
the guy who asked,"December 23, 2020",3,"For some reason when I close the app (or the show/film I am watching) and I go back on it, the screen freezes a few seconds later while I am watching. The sound still resumes as normal, and it's often frustrating since there is no real fix- I can close Netflix, then go back on, but while I'm watching it freezes yet again.",13,,,
HarenRiett,"December 30, 2020",2,"I dont know what happened to netflix but it keeps loading and agging everytime i try to watch a certain movie or series, sometimes the pictures or characters would freeze up and only the subtitles a d timer would continue moving.... when i try to exit the app and open it again, the movie will keep on blinking.. my internet has no problem at all and my other apps works just fine, come on NETFLIX, fix this problem!!!! I did not even see any new updates from u and btw im using the samsung tab a.",5,,,
Adrian Palomares,"December 28, 2020",1,"I've been using this for a month now. Up to now I still half to search what I'm currently watching when I paused it. I believe ""Recent"" or ""History"" feature is already invented. It is definitely different from ""My List"".",2,,,
Betty Butcher,"December 19, 2020",1,"Rather unhappy with it, as I can't open it. Now it Keeps asking me which account is it associated with in The locked account. I don't have a locked account. I had to disable all my locked accounts. I know I didn't miss one. This just frustrates me no end not being able to access it either. I even deleted it and reinstalled it trying to refresh it starting from scratch. But that didn't work either. God knows where I'll go from here!? Would be nice to use once in awhile ļ",8,,,
Michael J,"December 10, 2020",2,"These new updates are glitchy especially in the download section and the downloads are very slow since the recent updates and the even freeze for a second or more. When I press on the downloads from the notifiacation bar it enters the app and the downloads are overlapped, when I scroll it's like there is a background set of my downloads that don't move and another set that moves when I scroll up or down.... I think you guys should fix these issues ASAP, cause this is my best movie app",12,,,
Brianna Diaz,"December 19, 2020",2,This is concerning the update that changed how you can watched a video (horizontal full screen or vertical). In the future I would love to see a setting option displayed with the video that allows me to rotate it when I choose too. I personally keep auto-rotate off which is constantly conflicting with what the video is trying to do and even when I turn on auto-rotate it still won't go back to horizontal full screen. This also changes with when my phone is pulled in or unplugged.,167,,,
Tawnya lovelyn Harris Dawest,"December 8, 2020",2,"dear, Netflix Here is the reason(s) why you only get 2 starts. 1. Your app keeps glitching. i will be in the middle of a episode and, it will start going to random episodes in this season or the previos. 2. Why does the price keep going up but the movies lower? 3. Why are there only 2 or 1 seasons on your app but, yet the TV show has like 4 seasons and yall dont have them all. i dont wanna waste my money on amazon prime or another app for like 1.99$ per episode.Please put all the seasons Thxs",395,,,
Shem,"December 29, 2020",1,"Cant open, always appear ' Sorry we could not reach Netflix service. Please try again later. (-1001)"" I tried talking to chat support but he said i have some internet issue but no, i tried installing and logging in on other device and it works fine. The support line has no help. I dont want my subscription go for nothing. Please fix this so that i can give ⭐⭐⭐⭐⭐.",11,,,
Fraser Trotter,"December 12, 2020",1,It was perfect 5 stars until the forced brightness update. It's incredibly annoying to have netflix control my screen brightness. Totally unnecessary considering it wasn't previously enforced. My phone knows my brightness settings based on time of day etc but I use netflix in bed and it's blindingly bright from previous usage. Why did you implement this? I use the app a lot less now.,35,,,
Vincent Vega,"December 20, 2020",2,"Netflix is better than most however they have changed the meaning of the word new, like free and unlimited new has been changed forever. A movie is made in 2001 Netflix shows it as new then they remove it and from that point forward every time they add it back in the rotation it is magically new again and again .... I do love a good book and I am old fashion I read books and rarely listen to them, not a fan of reading anything that is in video form. Also content is getting worse over time.",21,,,
Muhammad Zulqarnain,"December 28, 2020",1,Poor customer service. Make a report two weeks ago and until now still didn't received any response. But Netflix didn't miss to email me when my subscription nearly end. Wow. You know there is other platform to watch netflix with cheaper price right? Maybe i should go there cause their customer service are way much better.,2,,,
Jess Flowers,"December 15, 2020",3,"I'm giving this 3 stars because of its price. You claim you're raising your price because you're giving us more tv and movies but there are so many shows and movies you don't have. Im so tired of seeing ""titles related to"". Hulu has more tv & costs half of your price.I cannot believe you are taking advantage of people right now. People have no jobs, are barely getting by on meager paychecks and what do you do, RAISE prices. You should be ashamed. You have the ability to help and instead you hurt",17,,,
Areeba Butt,"December 12, 2020",1,"Netflix is brilliant app/idea in terms of entertainment and i would have given 5 stars but it's high time that library needs to be updated. One of the major problems is that number of movies are limited. Some very major movies are missing in the list like ""harry potter"", twilight and many other hit series of all time.",11,,,
Jessica McFadden,"December 11, 2020",5,I don't think there is much bad things about this app at all. It is good how you can make profiles for all your family members with the shows people they like. For children you can make their profiles only have PG and G rated films too which keeps them from watching inappropriate things. But the only downside is when you go on to a profile and then it goes to a different profile that you didn't want to go on. Thank you,20,,,
Gortimer Gibbons,"December 26, 2020",5,"The first time I used this app was actually on #streamfest and the experience was way too awesome than I ever thought of 😍😍, but the problem is that I'm not able to at least surf the movies or view the homepage of Netflix like we do have this service on Amazon prime, and I can't even access my downloads after the subscription ends, Netflix please do something about this, at least if the users get to watch the homepage, they can have a idea of taking a Netflix subscription",18,,,
Josh Covington,"December 27, 2020",1,"So far netflix has been pretty bad. Constantly freezing and losing where you were at in shows. You constantly need to refresh the app to get it to somewhat work right. Movies will load for 10 minutes just for you to watch 3 minutes. Would not recommend to anyone, especially with options like Hulu or Amazon prime having such better functioning apps.",12,,,
Auri,"December 9, 2020",5,"I've had Netflix for so long now, and I love it because it saves my progress in shows and movies. Also, it's great to be able to set different accounts for different people so everyone can save their spots and have their lists that they want to watch. Highly recommend!",27,,,
