user_name,date,num_stars,review,num_likes,user_name_answer,date_answer,answer
Bernadette M,"December 13, 2020",1,"It worked fine until about a month ago. At first it said that there was a connection issue, even though there wasn't cause I could still surf the web and watch videos on youtube, so I couldn't play any new songs that weren't already on my playlist. But then it slowly started to unsave the songs I liked until ALL of my liked songs couldn't be played anymore even though I'm on premium. And i can't even listen to ANY song cause the stupid app can't detect that I'm connected to the internet",54,,,
aidil haikal mohamad kassim,"December 30, 2020",1,"Overall good experience using spotify. Been paying premium for years, obviously to avoid the ads. Recently, my spotify has been glitchy e.g., playing songs that are different from what is being shown, unable to pause when outside of the app, non responsive to my galaxy buds trying to pause it too, etc.. Spotify, please look into this issue. I've tried restarting my pphone multiple times. The issue persists. I am convinced it's due to your recent update Please help your loyal customer here",3,,,
Samantha Mun,"December 26, 2020",3,I do love and this is the only music app I use but it's been 10 hours since it updated and I'm already pissed since if you have already 'played' a podcast you could just put it in your queue and it just play again but now you have to go make it as unplayed just to listen to your podcast. And it's also the new layout isn't nice either since they changed it so if your starting straight with it you'll be fine. But if you've been using this app for a while the layout has changed alot.,8,,,
Sahil Fageria,"December 31, 2020",3,"Disappointed The library on Spotify is literally huge, the interface is amazing, quality is great. All in all it's a fun app. But, everytime I download any song or playlist, it is gone in a day or two, And that does not serve the purpose for which we spend our money. I sincerely hope this gets rectified soon.",1,,,
Derik Martel,"December 22, 2020",1,"Liked songs have disappeared from the app. It's as if the playlist is empty, but I can see them on the web player and when I play one on the app, it has the green heart showing it's liked. This happened after the last update. I uninstalled and reinstalled and it didn't solve anything. Also, for whatever reason half the songs are not playable; they're technically playable (not greyed out) but do not actually play.",25,,,
Ruhani Jindal,"December 22, 2020",4,I love this app but I wish we could see the names of the people who follow our playlists. I also wish we could comment on a playlist to compliment the person who made it. In this way Spotify users can interact with each other and bond over their favorite songs. Can you also make a way to change our playlist pictures on all devices not just on laptops and computers.,9,,,
Luca,"December 28, 2020",3,"great app, love spotify, but this app is extremely slow and unresponsive when offline mode isnt on; my playlists and other things take minutes to load sometimes, takes a while for songs to play and overall is very frustrating for when i dont want offline mode turned on. fix this please because im using youtube to listen to music more and more because of this. EDIT: i managed to fix this issue by doing a clean reinstall, but this still shouldn't be necessary and the issue should be prevented.",8,,,
Crasher99,"December 31, 2020",4,"This is one of the best apps for music, but I rate it 4/5 stars because there has been so many glitches after the most recent update. These glitches include: Song audio not playing randomly Music playing when my phone is off A different song playing even though the previous song is showing I would rate 5/5 stars if you can fix this, but it is a great app!",0,,,
Nubia Ambrossi,"December 15, 2020",2,"I've had spotify premium for an entire year. Recently changed my plan to the free version. I seriously don't think this app is usable unless you pay. You get an overwhelming amount of ads. There will be times where they will put around 10 different ads. Not to mention, they ""give"" you an option to skip ads if you aren't interested in listening to some ads to receive 30 minutes of no ads. However, how convenient is it that EVERYTIME I press on the skip button, it begins playing the ads. Annoying.",1194,,,
Soñador 210,"December 27, 2020",3,"I'm giving it a 3 cause it hasn't been working as well as I first started using it. I like that spotify can be control with almost anything whether it's on tv app, on a smartwatch, or on a gaming console as you play. But lately its been acting up on my phone where sometimes its stops playing or it shows an artist on the screen but its playing something else. Don't know if it's my phone or the app itself.",3,,,
nang myat,"December 27, 2020",4,"Great app. Audio quality and recommendations are good, variety is good too. Apart from the 30 min add free part, there are quite a lot of ads in between music, although I do understand that ads must be there in order to profit. I have also seen a bit inappropriate ads, such as the Sims one, but altogether great app.",6,,,
Matthew Green,"December 29, 2020",1,"Great service, but horrible applications, the windows one is somehow slower than this, I often have to wait more than 5 minutes for anything to load, and my interest is pretty strong, able to download 10gb files in minutes, and my PC and phone also very good, nothing else takes long, only spotify, I even pay for it and yet.... Always getting annoyed by the load times, I just want to listen to music ffs",4,,,
Autumn S,"December 27, 2020",1,"I pay for premium but I am considering cancelling and choosing another option at this point. Lately I have been having problems with sign-ins I do not approve of (because Spotify actively refuses to use 2-step authentication) and this app is riddled with bugs and issues. Music randomly starts playing again when it shouldn't, shows wrong song on now playing, etc. Fix your app and security before I give up on you, Spotify.",7,,,
Marsha Thalleen,"December 13, 2020",2,"Today I watched the video granting me 30 minutes of free listening. It was a good one, and I'll definitely try the product, but I did NOT receive 30 minutes of commercial free. Actually, after the video were 4 more commercials..13 total in the 30 minutes. I get that commercials pay the bills when I don't use premium, but don't tell me commercial free if it isn't.",55,,,
Migdalia Marzán Castro,"December 28, 2020",1,"Ads, ads, and MORE ads! This used to be a great app. So much that I switched from Pandora because you could listen to just one artist, but the ads make it a pain in the ***. You used to be able to watch a short video and then you had 30 minutes of uninterrupted music. NOT ANYMORE! Now it's up to FIVE ads BACK-TO-BACK every 3-4 songs. It's ridiculous! I stopped watching regular TV for this same reason. I get it. You need money, but more ads will just drive users away. Maybe I'll just uninstall.",998,,,
Tilly Lilly,"December 27, 2020",3,"It worked perfect and I would get 30 minutes of music after an add when I got it a few years back but this past year they've started doing a few ads instead of one, which would be fine but its turned into getting 5 or 7 adds then only 10 minutes of music (I watched the time!) Premium is expensive so I'm stuck with it, I wish they'd change there slogan from ""watch this short add for 30 minutes of add free listening"" to something more accurate or actually give us 30 minutes after the adds",3,,,
Scarlett Clay,"December 27, 2020",5,"I recommend this app. All different music's and all different styles. There is definitely something for every one. U can use it on multiple devices just remember ur password and email. I got a new phone and I just put in my email and password, then it altermaticlys link up to my old account. Even without premium u don't even get that many ads. Just all round amazing app",6,,,
junii marie,"December 28, 2020",3,"i have a huge passion for music, and love spotify as it gives me accsess to my favorite songs. But the app on mobile is just flat out awful. On my macbook, the app is wonderful. sure it has alot of ads but thats to be expected so that they can keep their services running. On my mobile app on Samsung S9, its horrible. It constantly plays random songs that arent in playlist, it automatically shuffles, it doesnt give me accsess to my queue, and the 'get 30 minutes uniterupted' is a flat out lie.",3,,,
X unfinished,"December 26, 2020",4,"Love the app! I'm not using premium so its always on shuffle, but at least the mixes let you not shuffle all the time :) My only complaints is maybe on mobile give us perms to change the playlist cover. Its only allowed in computers and i would like to change the pictures when i don't have my computer on me (?) And maybe keep it down on the adds. (Only a small complaint tho)",4,,,
Keith Andrews,"December 24, 2020",4,"Very good streaming service, just a couple of criticisms, it's not immediately obvious where to find song radio, that chooses similar tunes to the one you're playing. Also some of the tunes you would like to play are greyed out & unavailable for various reasons. Saying that the cast majority of tunes i like are there & the sound is loud enough & adjustable.",6,,,
Owen Destrampe,"December 19, 2020",2,"It was working fine for about a week, free premium and easy to learn the menus on my phone. But one day I tried to open it and it had me put in my password. I forgot my password in a good 30 seconds but I usually use the same one with little changes. So I tried it with different capitols, !-points. Etc. And nothing worked so I tried to log in without a password. Got the email, pressed the button, and it said expired. Tried a good 15 times over with the same thing. Re-installing didnt work. Help",734,,,
Marian Marsh,"December 22, 2020",4,"I absolutely LOVE Spotify. It makes me feel so relaxed, but the only reason I'm giving it 4 stars is because for me I can search up any song I want in the world, but my parents (and other phone users I know) cant. It only leads to playlists. I find this unfair. Bit otherwise I absolutely love this!!...Full Review",6,,,
Daniel Joyner,"December 31, 2020",3,"Edit: Much less crashing lately. Though starting this week the app has a habit of randomly jumping to different track in the album (either forward or backward). I've had Premium for 5+ yrs, but recent app issues have me considering cancelling. It's crashing increasingly frequently, first while I pressed something, now even during playback with the screen locked. When I tap a new album or playlist to play, playback often pauses immediately, so I have to hit play again.",8,,,
Dan Lysaker,"December 31, 2020",2,"Spotify works very poorly on the S20+. I really want to try to use it for podcasts, but I can't. The UI doesn't update to show that I'm actually playing a podcast (even though it plays). It'll show the music I was playing. It will randomly stop too, so I'm back to my other podcast apps. Pretty disappointed in this app.",2,,,
Lemon Lime,"December 30, 2020",1,Don't download unless you're willing to pay to listen to music when you can do it for free on youtube. You don't get to go to a certain point in a spot you don't get to choose what song to listen to in a playlist it's honestly just awful. I would be fine with adds if the app worked normally instead of the developers being stingy af.,1,,,
Justin Aspenleiter,"December 13, 2020",1,Used to work great. Worked in the car with controls. For the last 2 months it would stop streaming and I would have to go in and hit play 2-3 times a song. In the past week I haven't even been able to open the app at all. Crashes immediately. Have uninstalled it and redownload several times. Last time I downloaded it and then updated immediately and it still won't open. Great app when it works. Now I can't even use it. What's the point in paying for premium when the app won't open to use it?,39,,,
Tracy Roush,"December 30, 2020",1,"This used to be a great app, but something's happened to it and now it's total garbage. It only plays 10-60 seconds of a song and then it changes to songs that aren't even on any of my playlists. Now, it just randomly plays songs even though I'm not using the app. I've uninstalled/reinstalled 3 times, cleaned the cache, and nothing's changed. That's 1000's of songs on my playlists that are now useless. If this app isn't fixed within 30 days, I'm canceling my premium and taking my $ to pandora.",682,,,
Evelyn Bowe,"December 28, 2020",4,"I like it. When I pause it, it stays with the song and doesn't changed a different song like pandora does.... I also like where some songs shows a little small video to the song and sometimes put a story on where it explains the song to you. Especially k-pop!💜 you can also make your own playlist so like there's so much things you can do with.",4,,,
Amanda Martin,"December 31, 2020",1,"I've used Spotify for years but something has happened recently that is freaking me out. Sometimes im not even listening to Spotify and my Alexa will start playing some weird music. I thought it was just Alexa but tonight I put Spotify on to help me sleep, it was 1 min into a song the song and then the weird songs started playing. All updates are done, cache clear. The songs aren't even on my playlist, liked by me or followed. Really ruining my Spotify experience.",1,,,
Tiggre D Cat,"December 27, 2020",3,"I love this app... usually, but recently it will open up with the last song I played in the player, uh... strip?, but no matter how many times I change the song, press the back or forward buttons, change play lists, or close and re open the app, it still shows the same song. I can clear the cache in app, go into my phones settings and clear memory, but it doesn't help. I have to close it all out and re start my phone to make it work properly. Is anyone else having this issue?",411,,,
Rahoul Daryanani,"December 28, 2020",1,"Worst app ever. I can't get a single song to play. If I could give negative ratings I surely would have given. If I click on the song to play it, I get to the screen such that the song will be played and the play button already pressed but neither the navigation bar shows any advancement nor the music is being played.",7,,,
Maika Nguyen,"December 27, 2020",5,"I have spotify premium (pay for it) and it's great. spotify shows you personalized playlists and even new artists you might like, and new releases. Tons of music, not everything, but still A LOT. In the free version there's lots of ads on mobile devices, but on a PC it should be fine. It is very user friendly, easy to navigate, and if you have problems google always helps too, but you shouldn't necessarily need it.",330,,,
Landon Vincent,"December 31, 2020",4,"Both the best and the worst music app. I'm getting Spotify for students which is a KILLER deal (Spotify plus Hulu and Showtime for 5 bucks a month), so that's what's mostly been keeping me coming back. Great catalog with great playlists and radios, and I'm so glad they finally added collaborative listening. The only issues I really have are that the app randomly shuts off at times, and sometimes it says I'm not connected to the internet when I very clearly am and I have to wait for it to work.",0,,,
The Collector,"December 21, 2020",4,"Music is great. Great selection, great audio quality, great performance in general. However, I would recommend getting Spotify Premium. Even though I use this app every day, I am annoyed with the obnoxious, intrusive ads, shuffle play, inability to rewind, and limited skips. If you want this app, get Spotify Premium.",5,,,
Joseph Cecere,"December 28, 2020",3,Good service but app is frustrating. Using on Android device and it will stop on occasion. I've already Uninstaller the app and reinstalled it with spotify tech support. It still will stop in the middle of a playlist. Force stopping the app will usually fix it but I can't do that when I'm driving. Seriously considering canceling the service as the poor app performance is a deal breaker,3,,,
robert yzaguirre,"December 29, 2020",3,"I have used Spotify for years and loved it, I pay for the premium. But lately its been stuck showing one song but playing another or it wont let me change the song especially in the car. Its annoying and I have to exit out the app a few times. I hope it gets fixed soon or I might have to switch to something else.",1,,,
BMB 1243,"December 18, 2020",3,"I've had quite a good listening experience with this app, but it has some good and bad things with it. First, 6 skips an hour? Really? That's dumb. You can only listen to a song if it's in a playlist? The shuffle is good as I dont have to choose what's next and I haven't had many bad ad experiences. This is a good app to use for travel, gaming, and just listening in general but it sucks that offline listening isnt an option unless you have premium. 3 stars, nice app, some flaws, good experience.",43,,,
Kylie Zonghetti,"December 27, 2020",3,"This app was good at the start, but recently it keeps crashing. I'll be listening to a playlist or song and it'll randomly pause without me doing it. It's really annoying... I've tried logging in and out, but that still didn't work. It isn't worth paying for Spotify premium if the app keeps crashing...",5,,,
OwO it le cat!,"December 12, 2020",5,"Yeah, this app is amazing. You can make playlists with virtually any song, and if a song doesn't pop up, wait until Spotify updates. I remember a song not being there one year, then a few months later, boom. Also, just to add on, the sound quality/listening is amazing with headphones. A piece of the music could start at one ear, then go on.",424,,,
Kayla v,"December 31, 2020",1,"Randomly stops playing in the middle of a song after playing 2 or 3. Updated, uninstalled and re-installed the app, still the same issue. Resumes playing once you pick up your phone and unlock it. Not cool for driving. Happened on both my old phone and upgraded one. Pay way too much for this. UPDATE: saw A LOT of people are having the same issue. UPDATE: 12/31/2020 Still an issue. No one cares. Stopped paying for it. 😁",85,,,
Aiden Toothman,"December 28, 2020",3,"I love listening to my playlists on here. But, I have one reason why I hate this. That is the premium. It's stupid that I have to pay to be able to not shuffle it. I wish that is was more like desktop where I can listen to a playlist without it shuffling. And, I can't songs. And, it ADDS songs to my playlist. IT'S STUPID!! I hope that Spotify gets improved. Thanks.",414,,,
Katy,"January 1, 2021",2,"It's been great until recently, songs won't play but ads will. I can't like songs anymore. I have uninstalled the app and reinstalled and it was fixed for a few days but went right back to being dysfunctional. I do like spotify it's been my go to app for music for years and all my playlists are on here, the music selection is good and there are few ads but the glitches in the app are really freaking annoying please get this fixed!",1,,,
SHLOG 4,"December 27, 2020",4,"Love this app use it everyday and love the remote functionality to your pc. But I have a problem every now and the mainly while I'm using just the app with my headphones the music plays but its showing the wrong song. For example the song tile and album picture says its highway to hell ACDC but it will be playing I abc by Jackson 5. The only way I can fix this is by force stopping the app, gets annoying after a while. Sometimes to happens 2-5 times a day.",2,,,
Kayla Leuser,"December 18, 2020",5,"Premium is absolutely amazing. I am someone who hates the idea of needing to pay for any app, but this is worth every penny! I've discovered so much more new music via Spotify than I would have any other way. There are occasional glitches, (""Made for you"" section randomly vanishing?) but the benefits far outweigh that! However, I do NOT recommend the free version. It's beyond horrible. Many of the bad reviews are for the free version, so keep that in mind when considering.",380,,,
Faith,"December 24, 2020",5,"I have almost no complaints about Spotify whatsoever. Its design is sleek, easy to use, organized, and just overall a beautiful and simple music app compared to all others. The only thing I have to say about their service is that I wish their premium packages were a bit cheaper, but I don't use premium so I'm not sure if it's worth the extra money or not. 🙃 I love the special 2020 Wrapped event they did, no other app knows me like Spotify 💅🏼. And that's on period.",29,,,
